ea,name,name_origin,source_kind,original_symbol,demangled_symbol,translated_alias,segment,size,xrefs_to,flags,is_thunk,is_library,is_default_sub
865984,plt_setWebViewAllowZoom_void_bool,elf_symbol,plt_thunk,._Z19setWebViewAllowZoomPvb,"setWebViewAllowZoom(void *,bool)",plt_setWebViewAllowZoom_void_bool,.plt,16,1,5312,True,False,False
866000,plt_THashList_THashList_void,elf_symbol,plt_thunk,._ZN9THashListC2Ev,THashList::THashList(void),plt_THashList_THashList_void,.plt,16,1,5312,True,False,False
866016,plt_GuiCanvas_getCursorPos_int,elf_symbol,plt_thunk,._ZN9GuiCanvas12getCursorPosEi,GuiCanvas::getCursorPos(int),plt_GuiCanvas_getCursorPos_int,.plt,16,15,5312,True,False,False
866032,plt_GuiControl_bringToFront_void,elf_symbol,plt_thunk,._ZN10GuiControl12bringToFrontEv,GuiControl::bringToFront(void),plt_GuiControl_bringToFront_void,.plt,16,3,5312,True,False,False
866048,plt_TTime_getUTCSecond_void,elf_symbol,plt_thunk,._ZN5TTime12getUTCSecondEv,TTime::getUTCSecond(void),plt_TTime_getUTCSecond_void,.plt,16,1,5312,True,False,False
866064,plt_TStringList_Remove_TString_const,elf_symbol,plt_thunk,._ZN11TStringList6RemoveERK7TString,TStringList::Remove(TString const&),plt_TStringList_Remove_TString_const,.plt,16,5,5312,True,False,False
866080,plt_m_matF_x_matF_float_const_float_const_float,elf_symbol,plt_thunk,._Z13m_matF_x_matFPKfS0_Pf,"m_matF_x_matF(float const*,float const*,float *)",plt_m_matF_x_matF_float_const_float_const_float,.plt,16,3,5312,True,False,False
866096,plt_TPlayer_updateBoard_int_int_int_int_int,elf_symbol,plt_thunk,._ZN7TPlayer11updateBoardEiiiii,"TPlayer::updateBoard(int,int,int,int,int)",plt_TPlayer_updateBoard_int_int_int_int_int,.plt,16,2,5312,True,False,False
866112,plt_html_tag_parse_TString_const,elf_symbol,plt_thunk,._ZN8html_tag5parseERK7TString,html_tag::parse(TString const&),plt_html_tag_parse_TString_const,.plt,16,2,5312,True,False,False
866128,plt_CyaInt_mp_reduce_setup_CyaInt_mp_int_CyaInt_mp_int,elf_symbol,plt_thunk,._ZN6CyaInt15mp_reduce_setupEPNS_6mp_intES1_,"CyaInt::mp_reduce_setup(CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_reduce_setup_CyaInt_mp_int_CyaInt_mp_int,.plt,16,1,5312,True,False,False
866144,plt_CyaInt_CyaSSL_ERR_error_string_ulong_char,elf_symbol,plt_thunk,._ZN6CyaInt23CyaSSL_ERR_error_stringEmPc,"CyaInt::CyaSSL_ERR_error_string(ulong,char *)",plt_CyaInt_CyaSSL_ERR_error_string_ulong_char,.plt,16,1,5312,True,False,False
866160,plt_TGraalVar_initStaticScriptVars_void,elf_symbol,plt_thunk,._Z30TGraalVar_initStaticScriptVarsv,TGraalVar_initStaticScriptVars(void),plt_TGraalVar_initStaticScriptVars_void,.plt,16,1,5312,True,False,False
866176,plt_getLiftWav_bool,elf_symbol,plt_thunk,._Z10getLiftWavb,getLiftWav(bool),plt_getLiftWav_bool,.plt,16,4,5312,True,False,False
866192,plt_TShowImg_getImageIndex_void,elf_symbol,plt_thunk,._ZN8TShowImg13getImageIndexEv,TShowImg::getImageIndex(void),plt_TShowImg_getImageIndex_void,.plt,16,1,5312,True,False,False
866208,plt_TPlayer_getWeapon_TString_const,elf_symbol,plt_thunk,._ZN7TPlayer9getWeaponERK7TString,TPlayer::getWeapon(TString const&),plt_TPlayer_getWeapon_TString_const,.plt,16,10,5312,True,False,False
866224,plt_TDrawingPanel_clearRectangle_Impl_int_int_int_int,elf_symbol,plt_thunk,._ZN13TDrawingPanel19clearRectangle_ImplEiiii,"TDrawingPanel::clearRectangle_Impl(int,int,int,int)",plt_TDrawingPanel_clearRectangle_Impl_int_int_int_int,.plt,16,6,5312,True,False,False
866240,.inflate,ida_named_non_elf,,,,,.plt,16,3,5312,True,False,False
866256,plt_TGraalVar_writeJSON_int,elf_symbol,plt_thunk,._ZN9TGraalVar9writeJSONEi,TGraalVar::writeJSON(int),plt_TGraalVar_writeJSON_int,.plt,16,2,5312,True,False,False
866272,plt_TStringList_getStringTokens_TString_const,elf_symbol,plt_thunk,._ZN11TStringList15getStringTokensERK7TString,TStringList::getStringTokens(TString const&),plt_TStringList_getStringTokens_TString_const,.plt,16,2,5312,True,False,False
866288,.BZ2_bzBuffToBuffDecompress,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
866304,plt_GuiProgressCtrl_drawWithProfile_TPoint_const,elf_symbol,plt_thunk,._ZN15GuiProgressCtrl15drawWithProfileERK6TPoint,GuiProgressCtrl::drawWithProfile(TPoint const&),plt_GuiProgressCtrl_drawWithProfile_TPoint_const,.plt,16,1,5312,True,False,False
866320,plt_TSocket_setSSLProtocol_TString_const,elf_symbol,plt_thunk,._ZN7TSocket14setSSLProtocolERK7TString,TSocket::setSSLProtocol(TString const&),plt_TSocket_setSSLProtocol_TString_const,.plt,16,1,5312,True,False,False
866336,plt_TParticleEmitter_processParticle_TParticleData_uint_float,elf_symbol,plt_thunk,._ZN16TParticleEmitter15processParticleEP13TParticleDatajf,"TParticleEmitter::processParticle(TParticleData *,uint,float)",plt_TParticleEmitter_processParticle_TParticleData_uint_float,.plt,16,2,5312,True,False,False
866352,plt_TInput_getShiftKeyState_void,elf_symbol,plt_thunk,._ZN6TInput16getShiftKeyStateEv,TInput::getShiftKeyState(void),plt_TInput_getShiftKeyState_void,.plt,16,3,5312,True,False,False
866368,plt_TGraalAni_getAni_TString_const,elf_symbol,plt_thunk,._ZN9TGraalAni6getAniERK7TString,TGraalAni::getAni(TString const&),plt_TGraalAni_getAni_TString_const,.plt,16,2,5312,True,False,False
866384,plt_TStaticVar_TStaticVar_TString_const,elf_symbol,plt_thunk,._ZN10TStaticVarC1ERK7TString,TStaticVar::TStaticVar(TString const&),plt_TStaticVar_TStaticVar_TString_const,.plt,16,1,5312,True,False,False
866400,plt_TGraalConnection_addDataBlocksRaw_void,elf_symbol,plt_thunk,._ZN16TGraalConnection16addDataBlocksRawEv,TGraalConnection::addDataBlocksRaw(void),plt_TGraalConnection_addDataBlocksRaw_void,.plt,16,1,5312,True,False,False
866416,plt_THTMLPage_rollBackAlignment_TString_const,elf_symbol,plt_thunk,._ZN9THTMLPage17rollBackAlignmentERK7TString,THTMLPage::rollBackAlignment(TString const&),plt_THTMLPage_rollBackAlignment_TString_const,.plt,16,4,5312,True,False,False
866432,plt_TParticleDataEx_receiveEventForGani_TString_const_script_event_TGraalVar,elf_symbol,plt_thunk,._ZN15TParticleDataEx19receiveEventForGaniERK7TString12script_eventP9TGraalVar,"TParticleDataEx::receiveEventForGani(TString const&,script_event,TGraalVar *)",plt_TParticleDataEx_receiveEventForGani_TString_const_script_event_TGraalVar,.plt,16,1,5312,True,False,False
866448,plt_GuiArrayCtrl_setSelectedCell_TPoint_const,elf_symbol,plt_thunk,._ZN12GuiArrayCtrl15setSelectedCellERK6TPoint,GuiArrayCtrl::setSelectedCell(TPoint const&),plt_GuiArrayCtrl_setSelectedCell_TPoint_const,.plt,16,15,5312,True,False,False
866464,plt_THTMLAtom_getTextLength_void,elf_symbol,plt_thunk,._ZNK9THTMLAtom13getTextLengthEv,THTMLAtom::getTextLength(void),plt_THTMLAtom_getTextLength_void,.plt,16,14,5312,True,False,False
866480,plt_TTexture_forceTextureTransparency_TString_const_uint,elf_symbol,plt_thunk,._ZN8TTexture24forceTextureTransparencyERK7TStringj,"TTexture::forceTextureTransparency(TString const&,uint)",plt_TTexture_forceTextureTransparency_TString_const_uint,.plt,16,5,5312,True,False,False
866496,plt_jpeg_open_backing_store_jpeg_common_struct_backing_store_struct_long,elf_symbol,plt_thunk,._Z23jpeg_open_backing_storeP18jpeg_common_structP20backing_store_structl,"jpeg_open_backing_store(jpeg_common_struct *,backing_store_struct *,long)",plt_jpeg_open_backing_store_jpeg_common_struct_backing_store_struct_long,.plt,16,2,5312,True,False,False
866512,plt_TResourceObjectLink_invokeUpdate_void_TString_const,elf_symbol,plt_thunk,._ZN19TResourceObjectLink12invokeUpdateEPvRK7TString,"TResourceObjectLink::invokeUpdate(void *,TString const&)",plt_TResourceObjectLink_invokeUpdate_void_TString_const,.plt,16,5,5312,True,False,False
866528,plt_TOptions_getGraalAccountName_void,elf_symbol,plt_thunk,._ZN8TOptions19getGraalAccountNameEv,TOptions::getGraalAccountName(void),plt_TOptions_getGraalAccountName_void,.plt,16,2,5312,True,False,False
866544,plt_TStaticVar_markSubVarsAndSelfEventsAsWeakLinks_void,elf_symbol,plt_thunk,._ZN10TStaticVar35markSubVarsAndSelfEventsAsWeakLinksEv,TStaticVar::markSubVarsAndSelfEventsAsWeakLinks(void),plt_TStaticVar_markSubVarsAndSelfEventsAsWeakLinks_void,.plt,16,1,5312,True,False,False
866560,plt_TUnicode_getNextCharacterPos_char_const_int_int,elf_symbol,plt_thunk,._ZN8TUnicode19getNextCharacterPosEPKcii,"TUnicode::getNextCharacterPos(char const*,int,int)",plt_TUnicode_getNextCharacterPos_char_const_int_int,.plt,16,1,5312,True,False,False
866576,.FT_New_Size,ida_named_non_elf,,,,,.plt,16,2,5312,True,False,False
866592,plt_GuiControl_sleep_void,elf_symbol,plt_thunk,._ZN10GuiControl5sleepEv,GuiControl::sleep(void),plt_GuiControl_sleep_void,.plt,16,2,5312,True,False,False
866608,.yajl_config,ida_named_non_elf,,,,,.plt,16,2,5312,True,False,False
866624,plt_TRegion_getBounds_void,elf_symbol,plt_thunk,._ZN7TRegion9getBoundsEv,TRegion::getBounds(void),plt_TRegion_getBounds_void,.plt,16,2,5312,True,False,False
866640,plt_GuiControl_onMouseWheelDown_GuiEvent_const,elf_symbol,plt_thunk,._ZN10GuiControl16onMouseWheelDownERK8GuiEvent,GuiControl::onMouseWheelDown(GuiEvent const&),plt_GuiControl_onMouseWheelDown_GuiEvent_const,.plt,16,1,5312,True,False,False
866656,plt_TDrawingPanel_drawImageStretched_Impl_int_int_int_int_TString_const_int_int_int_int,elf_symbol,plt_thunk,._ZN13TDrawingPanel23drawImageStretched_ImplEiiiiRK7TStringiiii,"TDrawingPanel::drawImageStretched_Impl(int,int,int,int,TString const&,int,int,int,int)",plt_TDrawingPanel_drawImageStretched_Impl_int_int_int_int_TString_const_int_int_int_int,.plt,16,1,5312,True,False,False
866672,plt_TFiles_hasPath_TString_const,elf_symbol,plt_thunk,._ZN6TFiles7hasPathERK7TString,TFiles::hasPath(TString const&),plt_TFiles_hasPath_TString_const,.plt,16,6,5312,True,False,False
866688,plt_TFileNameScan_scanZipResource_TResourceObject,elf_symbol,plt_thunk,._ZN13TFileNameScan15scanZipResourceEP15TResourceObject,TFileNameScan::scanZipResource(TResourceObject *),plt_TFileNameScan_scanZipResource_TResourceObject,.plt,16,1,5312,True,False,False
866704,plt_GuiCanvas_processInputEvent_InputEvent_const,elf_symbol,plt_thunk,._ZN9GuiCanvas17processInputEventEPK10InputEvent,GuiCanvas::processInputEvent(InputEvent const*),plt_GuiCanvas_processInputEvent_InputEvent_const,.plt,16,2,5312,True,False,False
866720,plt_TGUIScriptLoader_hideConnectingWindow_void,elf_symbol,plt_thunk,._ZN16TGUIScriptLoader20hideConnectingWindowEv,TGUIScriptLoader::hideConnectingWindow(void),plt_TGUIScriptLoader_hideConnectingWindow_void,.plt,16,2,5312,True,False,False
866736,plt_TScriptMachine_charAt_void,elf_symbol,plt_thunk,._ZN14TScriptMachine6charAtEv,TScriptMachine::charAt(void),plt_TScriptMachine_charAt_void,.plt,16,1,5312,True,False,False
866752,plt_GuiTextEditCtrl_initObject_void,elf_symbol,plt_thunk,._ZN15GuiTextEditCtrl10initObjectEv,GuiTextEditCtrl::initObject(void),plt_GuiTextEditCtrl_initObject_void,.plt,16,2,5312,True,False,False
866768,plt_THTMLList_THTMLList_THTMLList,elf_symbol,plt_thunk,._ZN9THTMLListC1EPS_,THTMLList::THTMLList(THTMLList*),plt_THTMLList_THTMLList_THTMLList,.plt,16,1,5312,True,False,False
866784,plt_TPanelOperation_DrawRectangle_TPanelOperation_DrawRectangle_TDrawingPanel_TPoint_const_TRectangle_const_TString_const,elf_symbol,plt_thunk,._ZN29TPanelOperation_DrawRectangleC1EP13TDrawingPanelRK6TPointRK10TRectangleRK7TString,"TPanelOperation_DrawRectangle::TPanelOperation_DrawRectangle(TDrawingPanel *,TPoint const&,TRectangle const&,TString const&)",plt_TPanelOperation_DrawRectangle_TPanelOperation_DrawRectangle_TDrawingPanel_TPoint_const_TRectangle_const_TString_const,.plt,16,2,5312,True,False,False
866800,plt_TParticleEmitter_getParticleDropEmitter_void,elf_symbol,plt_thunk,._ZN16TParticleEmitter22getParticleDropEmitterEv,TParticleEmitter::getParticleDropEmitter(void),plt_TParticleEmitter_getParticleDropEmitter_void,.plt,16,1,5312,True,False,False
866816,plt_GuiMLTextCtrl_replaceText_TString_const_TString_const_int,elf_symbol,plt_thunk,._ZN13GuiMLTextCtrl11replaceTextERK7TStringS2_i,"GuiMLTextCtrl::replaceText(TString const&,TString const&,int)",plt_GuiMLTextCtrl_replaceText_TString_const_TString_const_int,.plt,16,1,5312,True,False,False
866832,plt_TClient_sendRequestText_TString_const_TString_const_TString_const,elf_symbol,plt_thunk,._ZN7TClient15sendRequestTextERK7TStringS2_S2_,"TClient::sendRequestText(TString const&,TString const&,TString const&)",plt_TClient_sendRequestText_TString_const_TString_const_TString_const,.plt,16,1,5312,True,False,False
866848,plt_TFontCharInfo_deleteBitmap_void,elf_symbol,plt_thunk,._ZN13TFontCharInfo12deleteBitmapEv,TFontCharInfo::deleteBitmap(void),plt_TFontCharInfo_deleteBitmap_void,.plt,16,2,5312,True,False,False
866864,plt_TFiles_setUTCFileModTime_TString_const_uint,elf_symbol,plt_thunk,._ZN6TFiles17setUTCFileModTimeERK7TStringj,"TFiles::setUTCFileModTime(TString const&,uint)",plt_TFiles_setUTCFileModTime_TString_const_uint,.plt,16,6,5312,True,False,False
866880,plt_TServerList_isLoginServer_void,elf_symbol,plt_thunk,._ZN11TServerList13isLoginServerEv,TServerList::isLoginServer(void),plt_TServerList_isLoginServer_void,.plt,16,4,5312,True,False,False
866896,.tga_load,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
866912,plt_TEncryption_aes_deletekey_void,elf_symbol,plt_thunk,._ZN11TEncryption13aes_deletekeyEPv,TEncryption::aes_deletekey(void *),plt_TEncryption_aes_deletekey_void,.plt,16,4,5312,True,False,False
866928,plt_THTMLPage_THTMLPage,elf_symbol,plt_thunk,._ZN9THTMLPageD1Ev,THTMLPage::~THTMLPage(),plt_THTMLPage_THTMLPage,.plt,16,2,5312,True,False,False
866944,plt_parseDynamicFunctionParameters_char_const_std_va_list,elf_symbol,plt_thunk,._Z30parseDynamicFunctionParametersPKcSt9__va_list,"parseDynamicFunctionParameters(char const*,std::__va_list)",plt_parseDynamicFunctionParameters_char_const_std_va_list,.plt,16,3,5312,True,False,False
866960,plt_CyaInt_GrowInputBuffer_CyaInt_CYASSL_int_int,elf_symbol,plt_thunk,._ZN6CyaInt15GrowInputBufferEPNS_6CYASSLEii,"CyaInt::GrowInputBuffer(CyaInt::CYASSL *,int,int)",plt_CyaInt_GrowInputBuffer_CyaInt_CYASSL_int_int,.plt,16,2,5312,True,False,False
866976,plt_isnumber2_TString_const,elf_symbol,plt_thunk,._Z9isnumber2RK7TString,isnumber2(TString const&),plt_isnumber2_TString_const,.plt,16,7,5312,True,False,False
866992,plt_T2DMatrixManager_getTop_void,elf_symbol,plt_thunk,._ZN16T2DMatrixManager6getTopEv,T2DMatrixManager::getTop(void),plt_T2DMatrixManager_getTop_void,.plt,16,23,5312,True,False,False
867008,plt_TPlayer_setSelectedWeapon_int,elf_symbol,plt_thunk,._ZN7TPlayer17setSelectedWeaponEi,TPlayer::setSelectedWeapon(int),plt_TPlayer_setSelectedWeapon_int,.plt,16,9,5312,True,False,False
867024,plt_TPlayer_modifyBoard_TServerLevel_int_int_int_int_int_int_bool,elf_symbol,plt_thunk,._ZN7TPlayer11modifyBoardEP12TServerLeveliiiiiPib,"TPlayer::modifyBoard(TServerLevel *,int,int,int,int,int,int *,bool)",plt_TPlayer_modifyBoard_TServerLevel_int_int_int_int_int_int_bool,.plt,16,7,5312,True,False,False
867040,plt_GuiTextCtrl_updateTextSize_void,elf_symbol,plt_thunk,._ZN11GuiTextCtrl14updateTextSizeEv,GuiTextCtrl::updateTextSize(void),plt_GuiTextCtrl_updateTextSize_void,.plt,16,3,5312,True,False,False
867056,plt_TGraalAni_initStaticVars_void,elf_symbol,plt_thunk,._Z24TGraalAni_initStaticVarsv,TGraalAni_initStaticVars(void),plt_TGraalAni_initStaticVars_void,.plt,16,1,5312,True,False,False
867072,plt_TDrawingPanel_drawCurve_Impl_TPoint_const_TPoint_const_TPoint_const_float_ColorI_const,elf_symbol,plt_thunk,._ZN13TDrawingPanel14drawCurve_ImplERK6TPointS2_S2_fRK6ColorI,"TDrawingPanel::drawCurve_Impl(TPoint const&,TPoint const&,TPoint const&,float,ColorI const&)",plt_TDrawingPanel_drawCurve_Impl_TPoint_const_TPoint_const_TPoint_const_float_ColorI_const,.plt,16,1,5312,True,False,False
867088,.getenv,ida_named_non_elf,,,,,.plt,16,2,5312,True,False,False
867104,plt_TFontData_checkFreeResources_void,elf_symbol,plt_thunk,._ZN9TFontData18checkFreeResourcesEv,TFontData::checkFreeResources(void),plt_TFontData_checkFreeResources_void,.plt,16,1,5312,True,False,False
867120,plt_TStream_readLines_void,elf_symbol,plt_thunk,._ZN7TStream9readLinesEv,TStream::readLines(void),plt_TStream_readLines_void,.plt,16,2,5312,True,False,False
867136,plt_TGraalActorMod_getMod_TString_const_TString,elf_symbol,plt_thunk,._ZN14TGraalActorMod6getModERK7TStringPS0_,"TGraalActorMod::getMod(TString const&,TString*)",plt_TGraalActorMod_getMod_TString_const_TString,.plt,16,2,5312,True,False,False
867152,plt_CyaInt_mp_mod_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int,elf_symbol,plt_thunk,._ZN6CyaInt6mp_modEPNS_6mp_intES1_S1_,"CyaInt::mp_mod(CyaInt::mp_int *,CyaInt::mp_int *,CyaInt::mp_int *)",plt_CyaInt_mp_mod_CyaInt_mp_int_CyaInt_mp_int_CyaInt_mp_int,.plt,16,5,5312,True,False,False
867168,plt_CyaInt_SetCipherSpecs_CyaInt_CYASSL,elf_symbol,plt_thunk,._ZN6CyaInt14SetCipherSpecsEPNS_6CYASSLE,CyaInt::SetCipherSpecs(CyaInt::CYASSL *),plt_CyaInt_SetCipherSpecs_CyaInt_CYASSL,.plt,16,2,5312,True,False,False
867184,plt_TParticleDataEx_setTexturedCodedPolygon_TString_const,elf_symbol,plt_thunk,._ZN15TParticleDataEx23setTexturedCodedPolygonERK7TString,TParticleDataEx::setTexturedCodedPolygon(TString const&),plt_TParticleDataEx_setTexturedCodedPolygon_TString_const,.plt,16,1,5312,True,False,False
867200,plt_TIdentification_initStaticScriptVars_void,elf_symbol,plt_thunk,._Z36TIdentification_initStaticScriptVarsv,TIdentification_initStaticScriptVars(void),plt_TIdentification_initStaticScriptVars_void,.plt,16,1,5312,True,False,False
867216,plt_TGraalVar_setVarValueAsFloat_TString_const_double,elf_symbol,plt_thunk,._ZN9TGraalVar18setVarValueAsFloatERK7TStringd,"TGraalVar::setVarValueAsFloat(TString const&,double)",plt_TGraalVar_setVarValueAsFloat_TString_const_double,.plt,16,3,5312,True,False,False
867232,plt_TPixelBufferOpenGL_destroyTexture_void,elf_symbol,plt_thunk,._ZN18TPixelBufferOpenGL14destroyTextureEv,TPixelBufferOpenGL::destroyTexture(void),plt_TPixelBufferOpenGL_destroyTexture_void,.plt,16,2,5312,True,False,False
867248,plt_TWindow_invokeMouseEvent_int_int_int_int_double_double_int,elf_symbol,plt_thunk,._ZN7TWindow16invokeMouseEventEiiiiddi,"TWindow::invokeMouseEvent(int,int,int,int,double,double,int)",plt_TWindow_invokeMouseEvent_int_int_int_int_double_double_int,.plt,16,6,5312,True,False,False
867264,plt_TWindow_updateAllDefaultIcons_void,elf_symbol,plt_thunk,._ZN7TWindow21updateAllDefaultIconsEv,TWindow::updateAllDefaultIcons(void),plt_TWindow_updateAllDefaultIcons_void,.plt,16,1,5312,True,False,False
867280,plt_TPixelBuffer_setPixelsNoDestroy_uchar_int_int,elf_symbol,plt_thunk,._ZN12TPixelBuffer18setPixelsNoDestroyEPhii,"TPixelBuffer::setPixelsNoDestroy(uchar *,int,int)",plt_TPixelBuffer_setPixelsNoDestroy_uchar_int_int,.plt,16,1,5312,True,False,False
867296,plt_THashStrings_Clear_void,elf_symbol,plt_thunk,._ZN12THashStrings5ClearEv,THashStrings::Clear(void),plt_THashStrings_Clear_void,.plt,16,6,5312,True,False,False
867312,plt_THTTPRequestProperties_THTTPRequestProperties_void,elf_symbol,plt_thunk,._ZN22THTTPRequestPropertiesC2Ev,THTTPRequestProperties::THTTPRequestProperties(void),plt_THTTPRequestProperties_THTTPRequestProperties_void,.plt,16,1,5312,True,False,False
867328,plt_TGraalVar_insertArray_int_TGraalVar,elf_symbol,plt_thunk,._ZN9TGraalVar11insertArrayEiPS_,"TGraalVar::insertArray(int,TGraalVar*)",plt_TGraalVar_insertArray_int_TGraalVar,.plt,16,1,5312,True,False,False
867344,plt_TFiles_stripExtension_TString_const,elf_symbol,plt_thunk,._ZN6TFiles14stripExtensionERK7TString,TFiles::stripExtension(TString const&),plt_TFiles_stripExtension_TString_const,.plt,16,4,5312,True,False,False
867360,plt_invokeAndroidMouseEvents_void,elf_symbol,plt_thunk,._Z24invokeAndroidMouseEventsv,invokeAndroidMouseEvents(void),plt_invokeAndroidMouseEvents_void,.plt,16,1,5312,True,False,False
867376,plt_CyaInt_SendBuffered_CyaInt_CYASSL,elf_symbol,plt_thunk,._ZN6CyaInt12SendBufferedEPNS_6CYASSLE,CyaInt::SendBuffered(CyaInt::CYASSL *),plt_CyaInt_SendBuffered_CyaInt_CYASSL,.plt,16,13,5312,True,False,False
867392,plt_GuiTextListCtrl_initObject_void,elf_symbol,plt_thunk,._ZN15GuiTextListCtrl10initObjectEv,GuiTextListCtrl::initObject(void),plt_GuiTextListCtrl_initObject_void,.plt,16,2,5312,True,False,False
867408,plt_GuiStretchCtrlProperties_GuiStretchCtrlProperties_void,elf_symbol,plt_thunk,._ZN24GuiStretchCtrlPropertiesC1Ev,GuiStretchCtrlProperties::GuiStretchCtrlProperties(void),plt_GuiStretchCtrlProperties_GuiStretchCtrlProperties_void,.plt,16,1,5312,True,False,False
867424,.GifFreeMapObject,ida_named_non_elf,,,,,.plt,16,10,5312,True,False,False
867440,.FT_New_Library,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867456,.glColor4f,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867472,plt_GuiControl_setFirstResponder_void,elf_symbol,plt_thunk,._ZN10GuiControl17setFirstResponderEv,GuiControl::setFirstResponder(void),plt_GuiControl_setFirstResponder_void,.plt,16,20,5312,True,False,False
867488,.memalign,ida_named_non_elf,,,,,.plt,16,12,5312,True,False,False
867504,plt_jinit_phuff_encoder_jpeg_compress_struct,elf_symbol,plt_thunk,._Z19jinit_phuff_encoderP20jpeg_compress_struct,jinit_phuff_encoder(jpeg_compress_struct *),plt_jinit_phuff_encoder_jpeg_compress_struct,.plt,16,1,5312,True,False,False
867520,plt_operator_assign_char_const_TString_const,elf_symbol,plt_thunk,._ZeqPKcRK7TString,"operator==(char const*,TString const&)",plt_operator_assign_char_const_TString_const,.plt,16,1,5312,True,False,False
867536,plt_TFontCharInfo_setData_TFont_uchar_const_int_int_int_int_int_int,elf_symbol,plt_thunk,._ZN13TFontCharInfo7setDataEP5TFontPKhiiiiii,"TFontCharInfo::setData(TFont *,uchar const*,int,int,int,int,int,int)",plt_TFontCharInfo_setData_TFont_uchar_const_int_int_int_int_int_int,.plt,16,1,5312,True,False,False
867552,plt_TBitmap_clearAnimation_void,elf_symbol,plt_thunk,._ZN7TBitmap14clearAnimationEv,TBitmap::clearAnimation(void),plt_TBitmap_clearAnimation_void,.plt,16,3,5312,True,False,False
867568,plt_TGraalVar_freeScript_void,elf_symbol,plt_thunk,._ZN9TGraalVar10freeScriptEv,TGraalVar::freeScript(void),plt_TGraalVar_freeScript_void,.plt,16,1,5312,True,False,False
867584,plt_TGraalVar_invokeEvent_TString_const_TGraalVar,elf_symbol,plt_thunk,._ZN9TGraalVar11invokeEventERK7TStringPS_,"TGraalVar::invokeEvent(TString const&,TGraalVar*)",plt_TGraalVar_invokeEvent_TString_const_TGraalVar,.plt,16,9,5312,True,False,False
867600,plt_TServerLevel_explodeBomb_TServerBomb,elf_symbol,plt_thunk,._ZN12TServerLevel11explodeBombEP11TServerBomb,TServerLevel::explodeBomb(TServerBomb *),plt_TServerLevel_explodeBomb_TServerBomb,.plt,16,3,5312,True,False,False
867616,plt_TWindow_TWindow,elf_symbol,plt_thunk,._ZN7TWindowD1Ev,TWindow::~TWindow(),plt_TWindow_TWindow,.plt,16,1,5312,True,False,False
867632,.strftime,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867648,plt_TSounds_freeResources_void,elf_symbol,plt_thunk,._ZN7TSounds13freeResourcesEv,TSounds::freeResources(void),plt_TSounds_freeResources_void,.plt,16,4,5312,True,False,False
867664,.FT_Attach_Stream,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867680,.pthread_join,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867696,plt_TResourceFunctions_getLevelFileResource_TString_const,elf_symbol,plt_thunk,._ZN18TResourceFunctions20getLevelFileResourceERK7TString,TResourceFunctions::getLevelFileResource(TString const&),plt_TResourceFunctions_getLevelFileResource_TString_const,.plt,16,20,5312,True,False,False
867712,plt_GuiArrayCtrl_GuiArrayCtrl_TString_const,elf_symbol,plt_thunk,._ZN12GuiArrayCtrlC2ERK7TString,GuiArrayCtrl::GuiArrayCtrl(TString const&),plt_GuiArrayCtrl_GuiArrayCtrl_TString_const,.plt,16,2,5312,True,False,False
867728,plt_TInitStatics_initVars_void,elf_symbol,plt_thunk,._ZN12TInitStatics8initVarsEv,TInitStatics::initVars(void),plt_TInitStatics_initVars_void,.plt,16,1,5312,True,False,False
867744,plt_TEventObject_getCatchingFunctionName_TString_const_TGraalVar,elf_symbol,plt_thunk,._ZN12TEventObject23getCatchingFunctionNameERK7TStringP9TGraalVar,"TEventObject::getCatchingFunctionName(TString const&,TGraalVar *)",plt_TEventObject_getCatchingFunctionName_TString_const_TGraalVar,.plt,16,1,5312,True,False,False
867760,plt_TDrawingPanel_drawCurve_TPoint_const_TPoint_const_TPoint_const_float,elf_symbol,plt_thunk,._ZN13TDrawingPanel9drawCurveERK6TPointS2_S2_f,"TDrawingPanel::drawCurve(TPoint const&,TPoint const&,TPoint const&,float)",plt_TDrawingPanel_drawCurve_TPoint_const_TPoint_const_TPoint_const_float,.plt,16,2,5312,True,False,False
867776,.ft_validator_init,ida_named_non_elf,,,,,.plt,16,1,5312,True,False,False
867792,plt_TTranslations_loadLanguageFiles_void,elf_symbol,plt_thunk,._ZN13TTranslations17loadLanguageFilesEv,TTranslations::loadLanguageFiles(void),plt_TTranslations_loadLanguageFiles_void,.plt,16,2,5312,True,False,False
867808,.FT_Open_Face,ida_named_non_elf,,,,,.plt,16,2,5312,True,False,False
867824,plt_TParticleEmitter_processParticles_uint_float,elf_symbol,plt_thunk,._ZN16TParticleEmitter16processParticlesEjf,"TParticleEmitter::processParticles(uint,float)",plt_TParticleEmitter_processParticles_uint_float,.plt,16,1,5312,True,False,False
